2025-12-19 08:31:20,844 | No config file found in this directory.
2025-12-19 08:31:22,566 | DockerContainerClient created successfully
2025-12-19 08:31:22,568 | Fall back docker api version to 1.44: 400 Client Error for http+docker://localhost/v1.35/_ping: Bad Request ("client version 1.35 is too old. Minimum supported API version is 1.44, please upgrade your client to a newer version")
2025-12-19 08:31:22,570 | Docker daemon check succeeded with fallback: 400 Client Error for http+docker://localhost/v1.35/_ping: Bad Request ("client version 1.35 is too old. Minimum supported API version is 1.44, please upgrade your client to a newer version")
2025-12-19 08:31:22,570 | Using Docker as Container Engine.
2025-12-19 08:31:22,570 | Set global container socket path: container_socket_path=
2025-12-19 08:31:28,162 | Local image is out of date and will be updated to the latest runtime. To skip this, pass in the parameter --skip-pull-image
Building image....2025-12-19 08:31:28,464 | Build stream: Step 1/3 : FROM public.ecr.aws/lambda/python:3.13-x86_64
..2025-12-19 08:31:32,308 | Build status: Pulling from lambda/python
.2025-12-19 08:31:32,308 | Build status: Already exists
.2025-12-19 08:31:32,318 | Build status: Pulling fs layer
.2025-12-19 08:31:32,318 | Build status: Pulling fs layer
.2025-12-19 08:31:32,318 | Build status: Pulling fs layer
.2025-12-19 08:31:32,318 | Build status: Pulling fs layer
.2025-12-19 08:31:32,318 | Build status: Pulling fs layer
.2025-12-19 08:31:32,318 | Build status: Waiting
.2025-12-19 08:31:32,319 | Build status: Waiting
.2025-12-19 08:31:33,695 | Build status: Downloading
.2025-12-19 08:31:33,695 | Build status: Verifying Checksum
.2025-12-19 08:31:33,695 | Build status: Download complete
.2025-12-19 08:31:33,703 | Build status: Downloading
.2025-12-19 08:31:33,754 | Build status: Downloading
.2025-12-19 08:31:33,806 | Build status: Download complete
.2025-12-19 08:31:33,807 | Build status: Extracting
.2025-12-19 08:31:33,807 | Build status: Extracting
.2025-12-19 08:31:33,807 | Build status: Extracting
.2025-12-19 08:31:33,870 | Build status: Downloading
.2025-12-19 08:31:33,882 | Build status: Pull complete
.2025-12-19 08:31:33,891 | Build status: Extracting
.2025-12-19 08:31:33,892 | Build status: Extracting
.2025-12-19 08:31:33,934 | Build status: Pull complete
.2025-12-19 08:31:33,971 | Build status: Downloading
.2025-12-19 08:31:34,075 | Build status: Downloading
.2025-12-19 08:31:34,177 | Build status: Downloading
.2025-12-19 08:31:34,282 | Build status: Downloading
.2025-12-19 08:31:34,361 | Build status: Verifying Checksum
.2025-12-19 08:31:34,361 | Build status: Download complete
.2025-12-19 08:31:34,361 | Build status: Extracting
.2025-12-19 08:31:34,415 | Build status: Extracting
.2025-12-19 08:31:34,441 | Build status: Pull complete
.2025-12-19 08:31:34,892 | Build status: Downloading
.2025-12-19 08:31:34,892 | Build status: Downloading
.2025-12-19 08:31:34,893 | Build status: Verifying Checksum
.2025-12-19 08:31:34,893 | Build status: Download complete
.2025-12-19 08:31:34,998 | Build status: Downloading
.2025-12-19 08:31:35,149 | Build status: Downloading
.2025-12-19 08:31:35,292 | Build status: Downloading
.2025-12-19 08:31:35,442 | Build status: Downloading
.2025-12-19 08:31:35,576 | Build status: Downloading
.2025-12-19 08:31:35,683 | Build status: Downloading
.2025-12-19 08:31:35,825 | Build status: Downloading
.2025-12-19 08:31:35,967 | Build status: Downloading
.2025-12-19 08:31:36,108 | Build status: Downloading
.2025-12-19 08:31:36,249 | Build status: Downloading
.2025-12-19 08:31:36,393 | Build status: Downloading
.2025-12-19 08:31:36,534 | Build status: Downloading
.2025-12-19 08:31:36,733 | Build status: Downloading
.2025-12-19 08:31:36,864 | Build status: Downloading
.2025-12-19 08:31:37,006 | Build status: Downloading
.2025-12-19 08:31:37,148 | Build status: Downloading
.2025-12-19 08:31:37,379 | Build status: Downloading
.2025-12-19 08:31:37,524 | Build status: Downloading
.2025-12-19 08:31:37,666 | Build status: Downloading
.2025-12-19 08:31:37,805 | Build status: Downloading
.2025-12-19 08:31:37,948 | Build status: Downloading
.2025-12-19 08:31:38,169 | Build status: Downloading
.2025-12-19 08:31:38,279 | Build status: Downloading
.2025-12-19 08:31:38,421 | Build status: Downloading
.2025-12-19 08:31:38,527 | Build status: Downloading
.2025-12-19 08:31:38,658 | Build status: Downloading
.2025-12-19 08:31:38,877 | Build status: Downloading
.2025-12-19 08:31:38,990 | Build status: Downloading
.2025-12-19 08:31:39,132 | Build status: Downloading
.2025-12-19 08:31:39,273 | Build status: Downloading
.2025-12-19 08:31:39,415 | Build status: Downloading
.2025-12-19 08:31:39,585 | Build status: Downloading
.2025-12-19 08:31:39,697 | Build status: Downloading
.2025-12-19 08:31:39,853 | Build status: Downloading
.2025-12-19 08:31:39,980 | Build status: Downloading
.2025-12-19 08:31:40,120 | Build status: Downloading
.2025-12-19 08:31:40,307 | Build status: Downloading
.2025-12-19 08:31:40,448 | Build status: Downloading
.2025-12-19 08:31:40,685 | Build status: Downloading
.2025-12-19 08:31:40,825 | Build status: Downloading
.2025-12-19 08:31:41,008 | Build status: Downloading
.2025-12-19 08:31:41,110 | Build status: Downloading
.2025-12-19 08:31:41,252 | Build status: Downloading
.2025-12-19 08:31:41,394 | Build status: Downloading
.2025-12-19 08:31:41,535 | Build status: Downloading
.2025-12-19 08:31:41,676 | Build status: Downloading
.2025-12-19 08:31:41,817 | Build status: Downloading
.2025-12-19 08:31:41,950 | Build status: Downloading
.2025-12-19 08:31:42,053 | Build status: Downloading
.2025-12-19 08:31:42,194 | Build status: Downloading
.2025-12-19 08:31:42,335 | Build status: Downloading
.2025-12-19 08:31:42,475 | Build status: Downloading
.2025-12-19 08:31:42,620 | Build status: Downloading
.2025-12-19 08:31:42,758 | Build status: Downloading
.2025-12-19 08:31:42,900 | Build status: Downloading
.2025-12-19 08:31:43,039 | Build status: Downloading
.2025-12-19 08:31:43,185 | Build status: Downloading
.2025-12-19 08:31:43,323 | Build status: Downloading
.2025-12-19 08:31:43,512 | Build status: Downloading
.2025-12-19 08:31:43,653 | Build status: Downloading
.2025-12-19 08:31:43,887 | Build status: Downloading
.2025-12-19 08:31:44,030 | Build status: Downloading
.2025-12-19 08:31:44,262 | Build status: Downloading
.2025-12-19 08:31:44,407 | Build status: Downloading
.2025-12-19 08:31:44,643 | Build status: Downloading
.2025-12-19 08:31:44,784 | Build status: Downloading
.2025-12-19 08:31:45,247 | Build status: Downloading
.2025-12-19 08:31:45,366 | Build status: Downloading
.2025-12-19 08:31:45,509 | Build status: Downloading
.2025-12-19 08:31:45,651 | Build status: Downloading
.2025-12-19 08:31:45,794 | Build status: Downloading
.2025-12-19 08:31:45,938 | Build status: Downloading
.2025-12-19 08:31:46,079 | Build status: Downloading
.2025-12-19 08:31:46,222 | Build status: Downloading
.2025-12-19 08:31:46,379 | Build status: Downloading
.2025-12-19 08:31:46,505 | Build status: Downloading
.2025-12-19 08:31:46,647 | Build status: Downloading
.2025-12-19 08:31:46,820 | Build status: Downloading
.2025-12-19 08:31:46,931 | Build status: Downloading
.2025-12-19 08:31:47,169 | Build status: Downloading
.2025-12-19 08:31:47,312 | Build status: Downloading
.2025-12-19 08:31:47,547 | Build status: Downloading
.2025-12-19 08:31:47,688 | Build status: Downloading
.2025-12-19 08:31:47,830 | Build status: Downloading
.2025-12-19 08:31:47,939 | Build status: Downloading
.2025-12-19 08:31:48,066 | Build status: Downloading
.2025-12-19 08:31:48,207 | Build status: Downloading
.2025-12-19 08:31:48,348 | Build status: Downloading
.2025-12-19 08:31:48,489 | Build status: Downloading
.2025-12-19 08:31:48,715 | Build status: Downloading
.2025-12-19 08:31:48,819 | Build status: Downloading
.2025-12-19 08:31:48,961 | Build status: Downloading
.2025-12-19 08:31:48,980 | Build status: Verifying Checksum
.2025-12-19 08:31:48,980 | Build status: Download complete
.2025-12-19 08:31:49,074 | Build status: Extracting
.2025-12-19 08:31:49,177 | Build status: Extracting
.2025-12-19 08:31:49,278 | Build status: Extracting
.2025-12-19 08:31:49,390 | Build status: Extracting
.2025-12-19 08:31:49,503 | Build status: Extracting
.2025-12-19 08:31:49,605 | Build status: Extracting
.2025-12-19 08:31:49,706 | Build status: Extracting
.2025-12-19 08:31:49,811 | Build status: Extracting
.2025-12-19 08:31:49,915 | Build status: Extracting
.2025-12-19 08:31:50,018 | Build status: Extracting
.2025-12-19 08:31:50,202 | Build status: Extracting
.2025-12-19 08:31:50,324 | Build status: Extracting
.2025-12-19 08:31:50,430 | Build status: Extracting
.2025-12-19 08:31:50,540 | Build status: Extracting
.2025-12-19 08:31:50,650 | Build status: Extracting
.2025-12-19 08:31:50,765 | Build status: Extracting
.2025-12-19 08:31:50,885 | Build status: Extracting
.2025-12-19 08:31:50,987 | Build status: Extracting
.2025-12-19 08:31:51,099 | Build status: Extracting
.2025-12-19 08:31:51,206 | Build status: Extracting
.2025-12-19 08:31:51,307 | Build status: Extracting
.2025-12-19 08:31:51,416 | Build status: Extracting
.2025-12-19 08:31:51,521 | Build status: Extracting
.2025-12-19 08:31:51,627 | Build status: Extracting
.2025-12-19 08:31:51,735 | Build status: Extracting
.2025-12-19 08:31:51,852 | Build status: Extracting
.2025-12-19 08:31:51,959 | Build status: Extracting
.2025-12-19 08:31:52,068 | Build status: Extracting
.2025-12-19 08:31:52,208 | Build status: Extracting
.2025-12-19 08:31:52,328 | Build status: Extracting
.2025-12-19 08:31:52,438 | Build status: Extracting
.2025-12-19 08:31:52,556 | Build status: Extracting
.2025-12-19 08:31:52,591 | Build status: Extracting
.2025-12-19 08:31:52,732 | Build status: Pull complete
.2025-12-19 08:31:52,742 | Build status: Extracting
.2025-12-19 08:31:52,742 | Build status: Extracting
.2025-12-19 08:31:52,785 | Build status: Pull complete
.2025-12-19 08:31:52,810 | Build status: Digest: sha256:0d8224350be241d5957e11091a8faf38a2284da337f015df473a816491307bbd
.2025-12-19 08:31:52,820 | Build status: Status: Downloaded newer image for public.ecr.aws/lambda/python:3.13-x86_64
.2025-12-19 08:31:52,826 | Build stream: ---> 4b39b7bac5f0
.2025-12-19 08:31:52,826 | Build stream: Step 2/3 : ADD aws-lambda-rie-x86_64 /var/rapid/
..2025-12-19 08:31:56,256 | Build stream: ---> c8948ca85cfb
.2025-12-19 08:31:56,256 | Build stream: Step 3/3 : RUN mv /var/rapid/aws-lambda-rie-x86_64 /var/rapid/aws-lambda-rie && chmod +x /var/rapid/aws-lambda-rie
..2025-12-19 08:31:56,345 | Build stream: ---> Running in 0302296836dc
.2025-12-19 08:31:56,853 | Build stream: ---> Removed intermediate container 0302296836dc
.2025-12-19 08:31:56,854 | Build stream: ---> 87b6de138d92
..2025-12-19 08:31:56,862 | Build stream: Successfully built 87b6de138d92
.2025-12-19 08:31:56,873 | Build stream: Successfully tagged public.ecr.aws/lambda/python:3.13-rapid-x86_64

2025-12-19 08:31:56,890 | Checking free port on 127.0.0.1:6962
2025-12-19 08:31:56,894 | Using local image: public.ecr.aws/lambda/python:3.13-rapid-x86_64.

2025-12-19 08:31:56,894 | Mounting /home/anton/git/backend-task-2025/text-analysis-service/.aws-sam/build/TextAnalysisFunction as /var/task:ro,delegated, inside runtime container
2025-12-19 08:31:56,894 | ContainerClientFactory.create_client() called
2025-12-19 08:31:56,895 | Admin preference: None
2025-12-19 08:31:56,895 | Using auto-detected client creation
2025-12-19 08:31:56,895 | Trying Docker client creation
2025-12-19 08:31:56,895 | Creating Docker container client from environment variable.
2025-12-19 08:31:56,895 | Creating container client with parameters: {'version': '1.35'}
2025-12-19 08:31:56,895 | DockerContainerClient created successfully
2025-12-19 08:31:56,899 | Fall back docker api version to 1.44: 400 Client Error for http+docker://localhost/v1.35/_ping: Bad Request ("client version 1.35 is too old. Minimum supported API version is 1.44, please upgrade your client to a newer version")
2025-12-19 08:31:56,902 | Docker daemon check succeeded with fallback: 400 Client Error for http+docker://localhost/v1.35/_ping: Bad Request ("client version 1.35 is too old. Minimum supported API version is 1.44, please upgrade your client to a newer version")
2025-12-19 08:31:56,902 | Using Docker as Container Engine.
2025-12-19 08:31:56,902 | Set global container socket path: container_socket_path=
2025-12-19 08:31:56,980 | SAM_CONTAINER_ID: c6673681801910f46c41344728a4bc9cb4884999b58cafe0392faf2592dc0fcb
2025-12-19 08:31:56,980 | Initialized container c6673681801910f46c41344728a4bc9cb4884999b58cafe0392faf2592dc0fcb with max_concurrency=1
2025-12-19 08:31:57,168 | Async execution completed
2025-12-19 08:31:57,168 | Containers created. Waiting for readiness...
2025-12-19 08:31:57,168 | Initialized container IDs: ['c6673681801910f46c41344728a4bc9cb4884999b58cafe0392faf2592dc0fcb']
2025-12-19 08:31:57,168 | Waiting for 1 containers to be running...
2025-12-19 08:31:57,168 | ContainerClientFactory.create_client() called
2025-12-19 08:31:57,168 | Admin preference: None
2025-12-19 08:31:57,168 | Using auto-detected client creation
2025-12-19 08:31:57,168 | Trying Docker client creation
2025-12-19 08:31:57,168 | Creating Docker container client from environment variable.
2025-12-19 08:31:57,169 | Creating container client with parameters: {'version': '1.35'}
2025-12-19 08:31:57,169 | DockerContainerClient created successfully
2025-12-19 08:31:57,171 | Fall back docker api version to 1.44: 400 Client Error for http+docker://localhost/v1.35/_ping: Bad Request ("client version 1.35 is too old. Minimum supported API version is 1.44, please upgrade your client to a newer version")
2025-12-19 08:31:57,173 | Docker daemon check succeeded with fallback: 400 Client Error for http+docker://localhost/v1.35/_ping: Bad Request ("client version 1.35 is too old. Minimum supported API version is 1.44, please upgrade your client to a newer version")
2025-12-19 08:31:57,174 | Using Docker as Container Engine.
2025-12-19 08:31:57,174 | Set global container socket path: container_socket_path=
2025-12-19 08:31:57,176 | All 1 containers running after 0.0 seconds
2025-12-19 08:31:57,176 | All containers are ready.
2025-12-19 08:31:57,176 | Found '1' API Events in Serverless function with name 'TextAnalysisFunction'
2025-12-19 08:31:57,176 | Detected Inline Swagger definition
2025-12-19 08:31:57,176 | Parsing Swagger document using 2.0 specification
2025-12-19 08:31:57,176 | Found '0' authorizers in resource 'ServerlessRestApi'
2025-12-19 08:31:57,176 | Lambda function integration not found in Swagger document at path='/analyze' method='post'
2025-12-19 08:31:57,176 | Found '0' APIs in resource 'ServerlessRestApi'
2025-12-19 08:31:57,177 | Authorizer not found or disabled, returning early
2025-12-19 08:31:57,177 | Removed duplicates from '0' Explicit APIs and '1' Implicit APIs to produce '1' APIs
2025-12-19 08:31:57,177 | 1 APIs found in the template
2025-12-19 08:31:57,178 | Mounting TextAnalysisFunction at http://127.0.0.1:3000/analyze [POST]
2025-12-19 08:31:57,178 | You can now browse to the above endpoints to invoke your functions. You do not need to restart/reload SAM CLI while working on your functions, changes will be reflected instantly/automatically. If you used sam build before running local commands, you will need to re-run sam build for the changes to be picked up. You only need to restart SAM CLI if you update your AWS SAM template
2025-12-19 08:31:57,178 | Localhost server is starting up. Multi-threading = True
2025-12-19 08:31:57,178 | Setting SIGTERM interrupt handler
 * Tip: There are .env files present. Install python-dotenv to use them.
2025-12-19 08:31:57 [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:3000
2025-12-19 08:31:57 [33mPress CTRL+C to quit[0m
2025-12-19 08:31:58 127.0.0.1 - - [19/Dec/2025 08:31:58] "[31m[1mGET / HTTP/1.1[0m" 403 -
2025-12-19 08:31:58 127.0.0.1 - - [19/Dec/2025 08:31:58] "[31m[1mOPTIONS /analyze HTTP/1.1[0m" 403 -
2025-12-19 08:31:58,336 | Constructed Event 1.0 to invoke Lambda. Event: {'httpMethod': 'POST', 'body': '{"surveyTitle": "Food Delivery App Feedback", "theme": "customer experience", "baseline": [{"sentence": "The delivery was late by 30 minutes", "id": "feedback-001"}, {"sentence": "Food arrived cold and soggy", "id": "feedback-002"}, {"sentence": "Driver was friendly and professional", "id": "feedback-003"}, {"sentence": "App interface is confusing to navigate", "id": "feedback-004"}, {"sentence": "Prices are too high compared to competitors", "id": "feedback-005"}]}', 'resource': '/analyze', 'requestContext': {'resourceId': '123456', 'apiId': '1234567890', 'resourcePath': '/analyze', 'httpMethod': 'POST', 'requestId': '16749f7c-c7e3-49e9-a48d-8bbd9f99be8d', 'accountId': '123456789012', 'stage': 'Prod', 'identity': {'apiKey': None, 'userArn': None, 'cognitoAuthenticationType': None, 'caller': None, 'userAgent': 'Custom User Agent String', 'user': None, 'cognitoIdentityPoolId': None, 'cognitoAuthenticationProvider': None, 'sourceIp': '127.0.0.1', 'accountId': None}, 'extendedRequestId': None, 'path': '/analyze', 'protocol': 'HTTP/1.1', 'domainName': '127.0.0.1:3000', 'requestTimeEpoch': 1766086280875, 'requestTime': '18/Dec/2025:19:31:20 +0000'}, 'queryStringParameters': None, 'multiValueQueryStringParameters': None, 'headers': {'Host': '127.0.0.1:3000', 'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Type': 'application/json', 'Content-Length': '470', 'X-Forwarded-Proto': 'http', 'X-Forwarded-Port': '3000'}, 'multiValueHeaders': {'Host': ['127.0.0.1:3000'], 'User-Agent': ['python-requests/2.32.5'], 'Accept-Encoding': ['gzip, deflate'], 'Accept': ['*/*'], 'Connection': ['keep-alive'], 'Content-Type': ['application/json'], 'Content-Length': ['470'], 'X-Forwarded-Proto': ['http'], 'X-Forwarded-Port': ['3000']}, 'pathParameters': None, 'stageVariables': None, 'path': '/analyze', 'isBase64Encoded': False}
2025-12-19 08:31:58,337 | Found one Lambda function with name 'TextAnalysisFunction'
2025-12-19 08:31:58,337 | Invoking app.lambda_handler (python3.13)
2025-12-19 08:31:58,337 | Environment variables data found for specific function in standard format
2025-12-19 08:31:58,337 | Resolving code path. Cwd=/home/anton/git/backend-task-2025/text-analysis-service/.aws-sam/build, CodeUri=/home/anton/git/backend-task-2025/text-analysis-service/.aws-sam/build/TextAnalysisFunction
2025-12-19 08:31:58,337 | Resolved absolute path to code is /home/anton/git/backend-task-2025/text-analysis-service/.aws-sam/build/TextAnalysisFunction
2025-12-19 08:31:58,337 | Resolving code path. Cwd=/home/anton/git/backend-task-2025/text-analysis-service/.aws-sam/build, CodeUri=/home/anton/git/backend-task-2025/text-analysis-service/.aws-sam/build/TextAnalysisFunction
2025-12-19 08:31:58,337 | Resolved real code path to /home/anton/git/backend-task-2025/text-analysis-service/.aws-sam/build/TextAnalysisFunction
2025-12-19 08:31:58,342 | Lambda function 'TextAnalysisFunction' is already running
2025-12-19 08:31:58,345 | Starting a timer for 30 seconds for function 'TextAnalysisFunction'
